workweek,laborables,1.0
event,evento,0.818171535201
special,especial,1.0
network,red,0.833333388604
restricted,restringidos,1.0
publish,publicar,0.968436727332
content,contenido,0.797034661881
health,salud,0.510592503795
reader,lectura,0.718688722575
print,impresión,1.0
downloads,descargas,1.0
charis,sil,0.5910603758
small,pequeños,1.0
ask,compactar,0.968044529646
card,tarjeta,0.604057901252
thrown,lanzada,1.0
training,entrenamiento,0.50000038058
thread,observación,1.0
geometry,geometría,1.0
modules,dispositivos,0.943848611187
british,vírgenes,0.5910603758
filter,filtrado,0.799998939889
turn,resaltador,0.955385465783
american,americana,1.0
disable,reemplazar,1.0
unterminated,literal,1.0
first,primarias,1.0
initial,inicial,0.991755248461
svalbard,jan,0.5910603758
done,terminada,1.0
occurrences,apariciones,0.990653903948
blank,blanco,0.5
message,descifrado,1.0
custom,personalizadas,1.0
given,suministrado,0.50000000037
service,servicio,0.971629903486
privacy,privacidad,0.92861749341
unknown,restante,1.0
top,superior,0.629125627159
system,sistema,0.780262393977
quirks,extensiones,1.0
draft,borrador,0.750416417276
saint,elena,1.0
developer,desarrollador,0.526591115596
white,blanco,0.5
recent,recientes,0.879417186668
configure,comportamiento,0.526995313069
mariana,norte,1.0
selector,negación,1.0
part,partida,1.0
unsubscribe,suscripción,1.0
western,occidental,1.0
gpu,aceleradas,1.0
redo,marcar,0.5
connections,scripts,0.50000018756
keyword,clave,0.880962786801
issuer,emisor,0.666784029732
double,doble,0.630214744644
enabled,compatible,0.5
submitted,fallos,1.0
project,proyecto,0.500000449429
headers,cabeceras,1.0
determined,calificados,0.78491147426
light,claro,1.0
visited,visitadas,1.0
browser,navegador,0.715713181036
suggestions,sugerencias,1.0
sao,príncipe,1.0
san,marino,1.0
topics,canales,0.5
argument,nsiuri,0.576976208686
direct,directo,1.0
close,múltiples,1.0
host,puerto,1.0
option,true,0.843002166997
confirmation,confirmación,0.530165639397
secure,segura,0.833333333333
source,fuente,0.863043956006
storage,almacenamiento,0.93699736799
client,cliente,0.754849204096
build,compilación,0.999521803936
folders,noticias,1.0
play,reproducción,0.5
printer,impresora,1.0
multiple,múltiple,1.0
quote,visibles,0.5910603758
quota,excedida,0.91647453848
rearrange,ejecute,1.0
autoscrolling,automático,0.665261241715
connected,conectado,0.729395238655
breakpoint,ruptura,0.795266220542
equatorial,ecuatorial,1.0
mobile,móvil,1.0
later,posterior,0.936100781612
request,solicitud,1.0
bound,espacio,0.5
traditional,tradicional,1.0
script,ámbito,1.0
inputbox,cuadro,0.574144516563
incomplete,incompletas,1.0
selection,selección,0.535950461667
certification,declaración,0.500000000001
encrypted,cifrada,1.0
supported,admitidos,1.0
syntax,sintaxis,0.997460377063
keywords,adjuntos,0.500112182678
aggressive,agresiva,1.0
font,letra,0.799993572313
find,encontrar,0.508128032778
feedback,opinión,1.0
cell,celda,0.666857173416
removed,eliminada,0.860248054743
unfinished,incompleta,1.0
title,título,0.711897333485
menu,seleccionable,1.0
cache,caché,0.617361183672
jan,mayen,0.590142552536
indian,índico,0.590142552536
black,negra,0.706871212197
sierra,leona,1.0
bullet,viñeta,1.0
folder,verlos,0.911634675016
local,locales,1.0
get,recurso,1.0
watch,vigiladas,1.0
accel,v,1.0
reply,sólo,1.0
entity,recursiva,1.0
banner,publicitario,1.0
restart,completar,1.0
manager,parpadee,0.500000000001
remove,eliminar,0.97604773499
summary,índice,1.0
common,comunes,1.0
activity,parpadeo,1.0
release,publicación,0.666666666667
vincent,granadinas,0.590142552536
view,cuota,0.746985982759
available,disponibles,0.999992571579
set,buscador,1.0
brunei,darussalam,1.0
frame,marco,0.746923476666
unexpectedly,inesperadamente,1.0
see,tipografías,0.869664561817
result,verdadero,0.5
corrupt,corrupto,1.0
subject,única,1.0
label,etiqueta,0.500024778847
boundaries,palabras,0.590142552536
future,futuros,1.0
wide,amplia,1.0
preserve,ordenar,1.0
recently,recientemente,1.0
parent,padre,1.0
initially,inicialmente,1.0
commercial,comercial,0.574192133364
screen,pantalla,0.668348625775
windows,ventanas,1.0
key,sujeto,0.568661223523
interface,interfaz,0.66287392176
optional,opcional,1.0
received,esperados,1.0
commands,funciones,1.0
reverse,inverso,1.0
downloaded,descargados,1.0
adapter,adaptador,1.0
connection,caducada,1.0
threads,conversaciones,0.999998385772
interactive,interactiva,1.0
experimental,experimentales,1.0
generic,genérico,1.0
load,originario,0.700636314165
rejoin,entrar,1.0
quality,calidad,0.606879234447
subscribe,podcast,0.992665891706
confirm,cambio,0.515377142891
shutdown,cierre,0.580175160354
church,slavic,1.0
table,tabla,0.999990989419
desktop,escritorio,0.688887559356
conference,conferencia,0.613259694317
raise,importancia,1.0
eager,rápidas,0.5910603758
create,creación,1.0
mark,leídas,1.0
tabs,pestañas,0.893008703014
change,js,1.0
basic,básico,1.0
expected,esperada,1.0
entered,introducido,0.618831152709
empty,vacíos,1.0
define,indica,0.59227559766
website,si,0.583247623604
enable,incluirán,0.770259963511
innocent,inocente,0.5
painted,pintada,0.535593329288
unsafe,inseguro,1.0
convert,adyacentes,0.5
external,externa,0.982721954277
profiler,analizador,0.551823394629
error,descargando,1.0
animated,animadas,0.5910603758
loop,bucle,1.0
file,vacío,1.0
manually,manualmente,1.0
crash,fallo,1.0
mouse,ratón,0.75000044403
unpin,frecuentes,0.500000000173
binary,binaria,0.722898767337
different,diferente,0.663472653307
open,emergentes,1.0
design,diseño,0.500004668809
large,grandes,1.0
cert,aia,0.506600843935
start,traza,1.0
check,escribe,1.0
authentication,identificación,0.604527102058
incorrectly,incorrectamente,1.0
party,edi,1.0
reminder,recordatorio,0.998858025992
composition,redacción,0.500001661393
status,contestador,1.0
used,sido,1.0
initialization,inicialización,0.670436099802
pick,semana,1.0
driver,controlador,1.0
hand,mano,1.0
clientinfo,ctcp,0.696465421343
user,verisign,1.0
attributes,atributos,0.944673445821
nickname,apodo,0.5
stack,pila,1.0
identity,identidad,0.500000004657
multiweek,multisemanal,1.0
dark,oscuro,1.0
task,tarea,0.718944862613
changes,formas,1.0
command,comando,0.563152616333
left,izquierdo,0.998517545854
unified,unificadas,1.0
protocol,protocolo,0.58760853152
using,utilizando,0.856163126916
touch,reintentar,1.0
weekly,semanal,1.0
web,quiero,0.818113716698
application,aplicación,0.543770876104
alternate,alternativo,1.0
add,añadir,0.546882073665
crying,llorando,1.0
save,cerrar,0.75
administrative,administrativo,0.950577849076
vendor,fabricante,1.0
cayman,caimán,1.0
results,desplazamientos,0.917814854053
preference,seguimiento,1.0
birth,nacimiento,0.857142857143
immediately,inmediatamente,0.945973816052
execution,ejecución,0.988707164068
recipient,receptor,0.631093044807
insert,cara,1.0
header,pie,1.0
zoom,ampliar,0.924582372219
server,reemplace,1.0
specific,específico,0.518068497574
remind,tarde,0.5
security,subdominios,0.943538783285
page,página,0.660526984744
names,pilas,0.590142552536
old,antiguo,1.0
czech,checa,1.0
conditional,condicional,1.0
back,atrás,1.0
authority,autoridad,0.625553928317
cessation,operación,1.0
specified,especificado,1.0
home,residencia,1.0
matching,coincidentes,0.596784199524
transport,transporte,0.611573304273
ignore,extra,0.5
contacts,contactos,1.0
function,función,0.593563416631
whole,completas,1.0
native,nativa,1.0
symbol,símbolo,0.629920203694
burkina,faso,1.0
caret,cursor,0.77177495541
bold,cursiva,1.0
deleted,seleccionada,1.0
archived,archivados,1.0
update,hacerlo,1.0
step,paso,0.628907724959
article,artículo,0.708415668852
paste,cita,1.0
yelling,gritando,1.0
anything,rastreo,0.5
constraint,límite,0.666667015555
column,columna,1.0
favorite,favoritas,1.0
monthly,mensual,1.0
range,repetición,0.5
dialog,diálogo,0.718261111351
mixed,mixto,1.0
insufficient,insuficiente,1.0
permission,twitter,0.531528832438
automatically,automáticamente,0.846507702088
outlook,express,1.0
statements,hilos,0.967660202654
image,uri,0.831158002379
stop,compartir,1.0
inbox,entrada,0.640984767536
operator,operador,1.0
import,importación,1.0
east,oriental,1.0
additional,características,1.0
renewal,renovación,0.751291409324
removing,causando,1.0
simulator,simulador,0.985438378524
duplicate,duplicada,0.899480541872
long,largas,0.999997947616
class,clase,1.0
virgin,británicas,0.590142552536
editor,manifest,0.660465960147
strict,estricta,0.603384803863
media,medios,0.666666666667
successfully,correctamente,0.999625781618
form,formulario,0.782356717342
registered,registrada,1.0
pierre,miquelón,0.590142552536
delivery,entrega,1.0
link,tuit,1.0
russian,rusa,1.0
line,línea,0.720906385878
true,verdadero,0.5
reset,maestra,0.618373107868
dominican,dominicana,1.0
reload,remotos,0.500000002767
default,defecto,0.98239678994
cells,celdas,0.999935486134
access,acceso,0.623956532152
maximum,máximo,0.522518475802
hiri,motu,1.0
url,relativa,0.869664301647
limit,excedido,0.986405735606
verification,verificación,0.500000004847
highlight,autocompletan,1.0
distribution,crl,1.0
display,emoticones,1.0
block,plugin,1.0
untrusted,confiable,1.0
pin,posición,0.578136353503
classic,clásica,1.0
passwords,contraseñas,1.0
asynchronous,asíncrona,1.0
timezone,sunbird,0.5910603758
incorrect,incorrecta,0.75
maybe,tarde,0.5
revocation,revocación,0.849412561645
invalid,válidas,1.0
field,conjunto,1.0
make,reiniciar,1.0
toolbars,controles,1.0
area,área,0.556911344172
junk,basura,0.876186919763
provided,proporcionado,0.525787528732
welcome,bienvenida,0.942969031393
miscellaneous,diversas,1.0
important,importante,1.0
restore,necesite,1.0
log,resultado,0.743528788064
sql,lentas,0.999997622846
missed,vencidos,1.0
remote,remoto,0.85082470327
algorithm,algoritmo,1.0
curve,curva,0.500000317956
extraction,applesingle,1.0
original,originales,1.0
