republic,república,0.993056956058
node,nodo,0.999980322414
welcome,bienvenido,0.999957469906
update,actualizar,0.841368902631
snooze,alarmas,1.0
attendees,asistentes,0.993668300709
tahitian,tahití,1.0
bullet,viñeta,0.997832104715
modules,módulos,0.881317604648
daily,diariamente,1.0
vietnam,vietnám,1.0
forgeries,falsificados,0.500782591813
managed,gestionadas,0.656471589363
skip,omitir,0.956076178205
focus,enfocar,0.656823393838
themes,temas,0.999998095562
known,conocidas,0.952025618441
manager,administrador,0.848430644258
chair,presidencia,1.0
row,fila,0.999999999854
privacy,privacidad,0.999819834762
zone,zona,0.634244483537
blocking,bloqueando,0.600952545485
environment,entorno,0.615726716915
elliptic,elíptica,0.505999719148
encrypted,cifradas,0.991207299919
must,debe,0.967737158892
autoconfig,automática,0.503083186052
downloading,descargando,0.999880230359
choice,elección,0.599991210025
entries,entradas,0.5707845532
join,unir,0.999832553893
minute,minuto,1.0
cool,guay,0.999999444268
level,nivel,0.572797316533
philippines,filipinas,1.0
leave,dejarlo,0.941285216131
item,elemento,0.610965169234
defaults,predeterminados,0.654644059878
quick,rápido,0.97271580684
prevent,impedir,0.964340046028
unexpected,esperados,0.967165844355
occurrence,aparición,0.999550912795
discover,descubrir,0.518100510444
sign,digitalmente,0.698619346926
affiliation,afiliación,0.538760335351
incrementally,incrementar,0.600481923753
port,puerto,0.999998547361
afghanistan,afganistán,1.0
current,actual,0.970893779344
suspect,sospechoso,0.870986306272
template,plantilla,0.999998858423
faroese,feroés,1.0
reply,contestar,0.977268086867
slot,ranura,0.999951187031
learn,saber,0.999999998685
french,francés,1.0
downloaded,descargado,0.99985607058
address,direcciones,0.695302487616
along,largo,0.737247568601
toolbar,herramientas,0.504399196993
sending,enviando,0.999150966787
dec,dic,1.0
incoming,entrante,0.999202458977
shift,mayús,1.0
timings,tiempos,0.5
uzbekistan,uzbekistán,1.0
mauritius,mauricio,1.0
domains,dominios,0.896938258426
pause,pausar,0.999999999601
tasks,tareas,0.930090144414
regardless,independencia,0.932988541412
confidentiality,confidencialidad,0.962564919634
gamepad,mando,1.0
prefer,preferir,0.902300715669
marked,marcado,0.787847990521
bookmarks,marcadores,0.909767481691
horizontal,horizontales,0.692679586412
jan,ene,1.0
visit,visitar,0.834311498909
france,francia,1.0
live,dinámico,0.970328423699
handler,manejador,0.950643274052
memory,agotada,1.0
scope,ámbito,0.999997938919
today,hoy,0.999999980037
sharing,compartiendo,0.980213268972
suggestions,sugerencias,0.997042432534
validity,validez,1.0
luxembourgish,luxemburgués,1.0
lowercase,minúsculas,0.999880977966
graphic,gráfico,1.0
standalone,independiente,0.937046720164
modified,modificación,0.918862487448
printing,imprimiendo,1.0
tracing,traza,0.84847582728
following,siguiendo,0.999941149934
modifier,modificadora,0.937904991213
months,meses,0.511952400896
corrupted,corrupto,0.663651420564
stream,flujo,0.999781919068
attribute,atributo,0.999998680029
mailboxes,buzones,0.885389073379
agent,agente,0.973185380584
unsent,pendientes,0.950003654563
incremental,recogida,0.642938411849
allowed,permitidos,0.884042897583
swedish,sueco,1.0
write,escrib,0.644772229529
sunday,domingo,1.0
fourth,cuarto,1.0
tile,mosaico,1.0
parameter,parámetro,0.996892728298
map,mapa,0.831259455205
may,mayo,1.0
max,máx,1.0
birthday,cumpleaños,1.0
value,valor,0.995035677543
date,fecha,0.999999542007
data,datos,0.997037686606
outline,contorno,0.992146585857
succeeded,correcto,0.869261675047
maybe,quizá,0.96398295688
su,do,1.0
african,centroafricana,0.502906292304
superscript,superíndice,1.0
tagged,etiquetado,0.999999995841
subsections,subsecciones,1.0
entity,entidad,0.999920037492
ended,finalizado,0.5
counterclockwise,antihorario,0.938373943305
still,aún,0.513049561783
pointer,puntero,0.996074639726
blocked,bloqueado,0.832075873831
group,agrupar,1.0
kazakhstan,kazajstán,1.0
reconnect,reconectar,0.729031746512
platform,gecko,0.642184992848
window,ventana,0.982669895321
multiline,multilínea,0.592223583605
policy,política,0.999984822536
main,principal,0.580714861642
norway,noruega,1.0
non,participante,0.5
recipients,destinatarios,0.978652880789
views,vistas,0.672794881811
matches,coincide,1.0
qualified,cualificada,0.529078883231
mismatched,pareja,0.780453776285
sorted,forma,0.815897481912
killed,ignorada,0.895185190472
permissions,permisos,0.999798104721
execute,incrustados,0.681604354058
name,nombre,0.984838309562
january,enero,1.0
drop,suelte,0.882297140045
revert,revertir,0.999999865442
suffixes,sufijos,1.0
el,salvador,0.5
domain,dominio,0.944394201955
square,cuadrado,0.928849664012
strikethrough,tachado,1.0
persian,persa,1.0
year,año,0.999380712127
naming,nombrado,0.853205209421
workweek,laboral,1.0
canada,canadá,1.0
container,contenedor,0.952871271642
opened,partir,0.744565069354
space,espacio,0.945960941755
navigating,navegando,1.0
dutch,holandés,1.0
lithuanian,lituano,1.0
cut,cortar,1.0
rows,filas,0.850757442285
emulation,emulación,0.763410225311
aragonese,aragonés,1.0
card,tarjeta,0.857093059461
training,aprendizaje,0.906011526515
language,idioma,0.769025629926
turn,resaltador,0.629626023497
mesh,malla,0.507048928334
separator,separador,0.999996701289
invitation,invitación,0.953927981374
timelines,cronología,0.658900132362
frequent,frecuente,1.0
first,primero,0.99999434572
romania,rumanía,1.0
one,forman,0.866449286987
simplified,simplificado,0.92941828258
long,largas,0.596968605399
directly,directamente,0.929641561163
spanish,español,1.0
message,mensaje,0.994086491344
open,abrir,0.999930210337
tomorrow,mañana,1.0
defined,definida,0.593813891008
city,ciudad,0.999948545005
given,dada,0.756099311788
bookmark,marcador,0.999999794183
caught,detectadas,0.967042080948
logotype,logotipo,1.0
swaziland,swazilandia,1.0
typing,escritura,0.542979140938
gives,da,0.993465524053
hue,tinte,1.0
greenlandic,groenlandés,1.0
thai,tailandés,1.0
copy,copiar,0.999888202869
specify,especifican,0.83499915525
wide,amplia,0.886602807685
require,requerir,0.834790664103
transferred,transferido,1.0
protected,protegido,0.893053868075
cards,tarjetas,0.915042998863
browser,navegador,0.954543982655
teletype,teletipo,1.0
surname,apellido,1.0
exceeded,excedida,0.895003778828
sat,sáb,1.0
inches,pulgadas,1.0
greek,griego,1.0
occitan,occitano,1.0
editing,editando,0.666666666667
note,nota,1.0
emphasis,énfasis,0.666666666667
animation,animación,1.0
online,conectados,0.877163352072
printer,impresora,0.999982387334
multiple,múltiple,0.938518143162
ukrainian,ucraniano,1.0
price,precio,0.999862769726
sheets,incrustadas,0.654582840422
pair,emparejar,0.990466913457
cleared,limpiados,0.916654524917
pager,buscapersonas,0.818181820969
pages,páginas,0.947032554785
icon,icono,0.845558372593
average,media,1.0
later,tarde,0.999999608473
pattern,patrón,0.939383701582
show,muéstrame,1.0
german,alemán,1.0
breakpoints,puntos,0.888852331905
fifth,quinto,1.0
office,oficina,1.0
title,puesto,0.818181818181
romanian,rumano,1.0
september,septiembre,1.0
paused,pausado,1.0
subfolders,subcarpetas,0.848932290228
black,tratar,0.856227049107
hungarian,húngaro,1.0
get,obtener,0.999999032997
soon,pronto,1.0
hyphenate,guión,0.732597348234
secondary,secundario,1.0
resource,recurso,0.982512156577
settings,ajustes,0.998738608106
summary,resumen,0.999988053018
ignored,ignoradas,0.856513412332
declared,declarada,0.941545326961
caller,llamante,0.645141826066
pane,panel,0.85972504632
replies,respuestas,0.999943362055
connections,conexiones,0.999957702709
lnk,enl,1.0
calendar,calendario,0.975103920641
invoked,realiza,0.702433061485
registering,dll,0.500034053574
jumped,saltado,1.0
sites,sitios,0.534413110114
boundaries,comienzo,0.500000000893
import,importar,0.956379358141
reading,lectura,0.616210807936
august,agosto,1.0
parent,padre,0.994382297657
parental,parentales,0.926434249497
screen,pantalla,0.993283826667
concentrate,concentrarse,0.894064353497
armenian,armenio,1.0
invite,invitar,0.940445051108
come,provengan,0.516573888898
pixels,píxeles,0.999999994568
installation,instalaciones,0.948919185457
libya,libia,1.0
many,demasiados,0.538760335351
collapsed,plegado,1.0
present,presente,0.500000190318
subthread,subconversación,0.955707504263
expression,expresión,0.980230104042
yearly,anualmente,0.5
pakistan,pakistán,1.0
key,tecla,0.998950564667
effective,efectivo,0.556030372638
cancel,cancelar,0.999999999999
turkey,turquía,1.0
subscribed,suscritas,0.915837722111
stretch,estirar,1.0
encryption,cifrado,0.640744284772
rebuild,reconstruir,0.948893040542
tue,mar,0.6
borders,bordes,0.9888976587
engine,motor,0.962822972461
direction,determinada,0.560268683193
enable,habilitar,0.998229764728
offered,mecanismo,0.561977071737
grayscale,escala,1.0
commands,órdenes,0.942999889745
dictionary,diccionario,0.988251091634
external,externo,0.829526159841
declaration,declaración,0.963530119643
hidden,oculto,1.0
protocols,protocolos,0.551517113805
sound,sonido,0.72846669912
disconnected,inesperadamente,0.500490941378
profiles,perfiles,0.653001278443
profiler,analizador,0.999950783533
policies,políticas,0.671004711621
abcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyz,abcdefghijklmnñopqrstuvwxyzabcdefghijklmnñopqrstuvwxyz,1.0
margin,margen,0.996778143465
canceled,cancelado,0.999999999997
sahara,sáhara,0.952508243402
kenya,kenia,1.0
breton,bretón,1.0
binary,binaria,0.955512914261
different,diferentes,0.999982427222
verified,verificada,0.567463016151
media,medios,0.978318803516
ethiopia,etiopía,1.0
authentication,identificación,0.878692397192
followers,seguidores,1.0
arguments,argumentos,0.538470926808
algorithm,algoritmo,0.999999586129
reminder,recordatorio,0.845328358421
document,documento,0.898763346895
events,eventos,0.84943173484
finish,finalizar,0.666665600522
screenshot,captura,0.749999925404
singapore,singapur,1.0
downloads,descargas,0.809334710515
oid,registrada,0.538470926808
driver,controlador,0.99979836053
running,ejecutándose,1.0
favorites,favoritos,1.0
changing,cambiando,0.508622586104
validate,validar,0.833333431259
tracking,rastreo,0.678040665486
minimize,minimizar,1.0
know,conozca,0.959946498395
components,componentes,0.876301062655
model,modelo,0.86098733144
justify,justificado,1.0
actions,acciones,0.86106310459
polish,polaco,1.0
speed,velocidad,0.999998785668
underline,subrayado,1.0
weekly,semanalmente,1.0
hint,consejo,1.0
remember,recordar,0.890054197424
confirmed,confirmado,1.0
samples,muestras,1.0
tuesday,martes,1.0
grip,asa,1.0
frown,triste,1.0
zulu,zulú,1.0
read,leer,0.999999408244
calendars,calendarios,0.805563689433
dark,oscuro,0.831500164409
netherlands,antillas,0.538760335351
grid,rejilla,0.523370166636
mon,lun,1.0
listening,escuchando,1.0
using,usando,0.793579827829
accepted,aceptado,1.0
recipient,receptor,0.935393294854
expunge,completamente,1.0
server,servidor,0.95769299255
annually,anualmente,0.5
laughing,carcajadas,1.0
walloon,valón,1.0
simulator,simulador,0.995342660982
uppercase,mayúsculas,0.999880977966
conditional,condicional,0.985635659273
lebanon,líbano,1.0
specified,especificado,0.99999995629
images,imágenes,0.689424714356
matching,coincidentes,0.936403625746
reasons,razones,0.531166162201
provided,proporcionado,0.834838278072
dimensions,dimensiones,0.999999993037
windows,ventanas,0.999955085617
confirm,confirmar,0.993918584406
sudan,sudán,1.0
noon,mediodía,1.0
critical,crítico,1.0
exit,salir,0.75433346831
provider,proveedor,0.999378102563
stopped,detenido,0.997831777921
caret,cursor,0.563363415072
arrow,flecha,0.999999971177
seconds,segundos,0.999996338908
inspect,inspeccionar,0.997949658538
utilities,utilidades,0.763359814682
credits,créditos,1.0
regexp,regular,0.501471951225
afrikaans,africano,1.0
central,centroeuropeo,0.5
package,paquete,0.810151298548
island,isla,0.995958769073
favorite,favoritas,0.999725136585
queued,cola,1.0
mixed,mezclado,0.929700489238
os,cómo,0.5066820177
annoyances,molestias,0.919408908844
referenced,referenciados,0.908421918387
press,pulsar,0.599998337328
image,imagen,0.982936110532
references,referencias,1.0
inbox,bandeja,0.810208519153
strip,tira,0.544609590317
operator,operador,0.995271252139
txtarea,areatxt,1.0
log,registrar,0.993626557367
area,área,0.999974894503
start,empezar,0.999927300532
low,baja,0.769230769231
italic,cursiva,0.999999999999
ago,hace,0.538718781312
hard,estricto,1.0
complete,completen,0.915808587721
namecompletion,completarnombre,1.0
haitian,haití,1.0
october,octubre,1.0
dominican,dominicana,0.937782178461
embedded,embebido,1.0
default,predeterminada,0.999999971192
organize,organizar,1.0
embed,anidar,1.0
define,indica,0.548588323414
agree,acepto,0.500963709987
gone,ido,0.5
contributors,colaboradores,1.0
watches,vigías,1.0
asynchronous,asíncrona,0.947418979011
file,archivo,0.980146453139
footers,pies,0.964511304495
importing,importando,0.999940430797
lifetime,útil,1.0
fill,rellenar,1.0
incorrect,incorrecto,0.804665594082
drafts,borradores,0.999941157134
storage,almacenamiento,0.927713477622
event,evento,0.999999997469
field,campo,0.999982593817
storages,almacenamientos,0.875454173864
trash,papelera,0.986393272337
opacity,opacidad,0.96664458873
requested,solicitado,0.599970107041
clipboard,portapapeles,0.999933080286
separate,separada,0.956259555474
symbol,símbolo,0.999793234503
vertex,vértices,0.927115320139
loading,cargando,1.0
important,importante,0.999999998073
bullets,viñetas,1.0
remote,remoto,0.999999666361
curve,curva,0.507040615097
scroll,desplazar,0.994300635651
directory,directorio,0.941546304627
overdue,vencidas,0.931300276401
starting,comenzando,0.939496713288
original,originales,0.942531443184
forget,olvidar,0.998583642345
chinese,chino,0.995713438691
graphics,gráficos,0.860571700796
month,mes,0.999999199846
unblock,desbloquear,1.0
follow,seguir,0.657653844721
disk,disco,0.850546914618
content,contenido,0.883512451638
icons,iconos,0.999989386204
tu,ma,1.0
thursday,jueves,1.0
rwanda,ruanda,1.0
th,ju,1.0
smile,sonriendo,1.0
nodes,nodos,0.957598023497
confidential,confidencial,1.0
primed,preparado,0.919312326776
list,listar,0.999788889534
moldova,moldavia,1.0
large,grandes,0.981244145212
saudi,arabia,0.538760335351
millimeters,milímetros,1.0
small,pequeño,0.999999765424
authenticating,autenticando,1.0
disconnect,desconectar,0.615536668968
zero,cero,1.0
imported,importado,0.508967378243
cast,asimilar,0.999871015365
sum,suma,1.0
brief,abreviado,0.776960666886
version,versión,0.912982261047
undecided,indeciso,1.0
certificates,certificados,0.701357042631
retention,retención,0.85450690267
public,pública,0.999852298548
outgoing,saliente,1.0
full,completa,0.648618497754
iran,irán,1.0
tags,etiquetas,0.999999785964
modify,modificar,0.504881886782
hours,horas,0.999282025832
cancelled,cancelada,0.602371011138
databases,bases,0.69074666586
november,noviembre,1.0
strong,fuerte,0.859280360616
legend,leyenda,1.0
search,búsquedas,0.999789950295
sender,remitente,0.999678920079
allows,permite,0.637519335222
amount,cantidad,0.725912123187
published,publicarán,0.946352451137
cessation,cese,0.960011767747
options,opciones,0.978636426625
authorize,autorizar,1.0
debugger,depurador,0.999987806142
family,familia,0.996921501133
africa,sudáfrica,0.5
emptied,vaciado,0.952099030507
bidirectional,bidireccional,0.647796112211
select,seleccionar,0.999999242389
recurrence,repetición,0.999019693797
archived,archivadas,0.880993170628
attendance,asistencia,0.5
niger,níger,1.0
contains,contiene,0.674152481237
two,dos,0.945646475353
flat,plana,0.940971182484
bulgarian,búlgaro,1.0
flag,señal,0.999999963417
newsgroups,grupos,0.652916973303
none,ninguno,1.0
equation,ecuación,0.999364577714
installing,instalando,0.999999986879
autocomplete,autocompletar,0.998760901214
paragraph,párrafo,0.999002987015
del,supr,1.0
resources,recursos,0.996126942687
history,historial,0.985168389563
tooltips,consejos,0.937485782137
compare,comparación,0.999831033512
computers,equipos,0.999819943079
scam,fraudulento,0.617926916525
share,comparto,0.938249386765
protects,protegidos,0.940971182484
numbers,números,1.0
destination,destino,0.647429337669
arabic,árabe,1.0
axis,eje,0.762005145234
uncheck,desmarcar,1.0
information,información,0.705600306508
recursive,recursiva,0.901441065698
archive,archivado,0.948135064557
menus,contextuales,0.506689991624
disable,deshabilitar,0.953290202824
maltese,maltés,1.0
participant,participante,0.5
unlink,desvincular,1.0
response,respuesta,0.793936729719
short,corto,1.0
footer,pie,0.999999980865
documentation,documentación,0.999927087738
generic,genérica,0.948602194794
specifying,especifica,0.963443053775
pay,pagar,0.906178190029
inline,incorporado,1.0
playing,reproduciendo,1.0
uninstall,desinstalar,0.833234643201
replied,contestado,1.0
help,ayuda,0.982364642308
hierarchy,jerarquía,0.644151858977
azerbaijan,azerbayán,1.0
installed,instalado,0.999998549059
disabled,desactivado,1.0
filters,filtros,0.746546067089
developer,desarrollador,0.982135524802
style,estilo,0.723831004648
verifier,verificador,0.950553220979
late,escrituras,0.538760335351
detected,detectado,0.799560619334
ethiopic,etíope,1.0
initializing,inicializando,0.99586093421
alter,alterar,0.79930672925
good,bien,1.0
return,enter,0.959046150198
evaluate,evaluar,0.765752577908
entire,entera,0.997410511625
always,siempre,0.951933383877
presented,presentadas,0.500000139888
refresh,refrescar,1.0
found,encontró,0.999999853177
repeating,repetitiva,0.971571431464
ports,puertos,0.999364580607
week,semana,0.999990020153
connect,conectar,0.899249885606
operation,operación,0.999853723587
standard,estándar,1.0
missed,vencidos,0.889225967477
kickban,echar,1.0
publish,publica,0.948688886332
faqs,faq,0.5
health,salud,0.785997253983
print,imprimir,0.999900331071
offline,desconectados,0.876954195862
offsets,desplazamientos,0.731593036819
friday,viernes,1.0
reason,razón,0.951358114884
ask,preguntarme,0.898885560803
generate,generar,0.961718315078
thrown,lanzada,0.943891436919
definition,definiciones,0.84376616029
thread,conversación,0.783538068492
launch,lanzar,0.863942756457
finland,finlandia,1.0
positioning,posicionamiento,0.963646417586
american,americana,0.940971182484
syria,siria,1.0
feed,canal,0.572638382222
encoding,codificación,0.995075527811
number,numérico,1.0
done,terminado,1.0
notify,notificar,0.953237155201
blank,blanco,0.749976327839
guess,adivinar,0.9038476897
guest,invitado,0.533437283764
hangs,cuelgues,0.976387996093
saint,santa,0.997021299561
compromise,compromiso,0.999778046959
unchecked,desmarcado,1.0
store,almacén,0.90745343853
